job_id,arrival_time,mi,allocated_cores
0,1,200000,1
1,1,150000,8
2,1,100000,4
3,1,100000,2
4,1,50000,2
5,1,100000,4
6,1,50000,2
7,1,150000,1
8,1,100000,4
9,1,50000,8
10,1,200000,8
11,1,50000,4
12,1,100000,1
13,1,250000,8
14,1,100000,8
15,1,200000,4
16,1,200000,8
17,1,150000,2
18,1,200000,8
19,1,150000,2
20,1,200000,2
21,1,200000,4
22,1,100000,4
23,1,200000,4
24,1,250000,2
25,1,50000,2
26,1,150000,4
27,1,150000,4
28,1,200000,4
29,1,150000,1
30,1,200000,8
31,1,250000,4
32,1,250000,4
33,1,250000,1
34,1,250000,8
35,1,100000,1
36,1,50000,4
37,1,150000,1
38,1,150000,4
39,1,250000,2
40,1,250000,1
41,1,250000,4
42,1,150000,1
43,1,200000,1
44,1,250000,8
45,1,150000,8
46,1,50000,8
47,1,100000,4
48,1,200000,4
49,1,250000,8
50,1,50000,4
51,1,150000,2
52,1,250000,4
53,1,200000,8
54,1,250000,8
55,1,100000,8
56,1,50000,2
57,1,200000,8
58,1,50000,8
59,1,200000,2
60,1,100000,4
61,1,100000,8
62,1,200000,8
63,1,250000,1
64,1,100000,8
65,1,50000,2
66,1,100000,4
67,1,200000,2
68,1,200000,8
69,1,250000,8
70,1,200000,8
71,1,50000,2
72,1,250000,2
73,1,50000,4
74,1,50000,1
75,1,150000,1
76,1,100000,8
77,1,250000,1
78,1,200000,1
79,1,250000,8
80,1,100000,1
81,1,100000,4
82,1,100000,1
83,1,50000,1
84,1,100000,4
85,1,50000,1
86,1,200000,4
87,1,100000,8
88,1,250000,4
89,1,50000,1
90,1,100000,1
91,1,250000,2
92,1,200000,2
93,1,200000,2
94,1,150000,4
95,1,100000,8
96,1,150000,1
97,1,250000,4
98,1,250000,2
99,1,100000,1
100,1,50000,1
101,1,50000,2
102,1,250000,4
103,1,50000,4
104,1,200000,4
105,1,250000,1
106,1,200000,2
107,1,50000,2
108,1,150000,1
109,1,250000,4
110,1,250000,4
111,1,250000,2
112,1,250000,8
113,1,150000,4
114,1,100000,8
115,1,50000,4
116,1,150000,1
117,1,150000,2
118,1,100000,1
119,1,150000,8
120,2,250000,4
121,2,150000,8
122,2,150000,8
123,2,150000,8
124,2,100000,2
125,2,200000,8
126,2,100000,4
127,2,50000,4
128,2,100000,8
129,2,50000,2
130,2,250000,2
131,2,250000,2
132,2,250000,8
133,2,200000,8
134,2,250000,8
135,2,100000,2
136,2,250000,1
137,2,200000,8
138,2,200000,2
139,2,150000,1
140,2,50000,4
141,2,100000,1
142,2,50000,8
143,2,100000,4
144,2,250000,2
145,2,100000,1
146,2,50000,2
147,2,50000,1
148,2,50000,1
149,2,200000,8
150,2,200000,8
151,2,150000,8
152,2,100000,2
153,2,250000,4
154,2,50000,2
155,2,150000,1
156,2,150000,8
157,2,250000,1
158,2,250000,1
159,2,100000,8
160,2,50000,8
161,2,50000,1
162,2,250000,8
163,2,250000,4
164,2,100000,2
165,2,250000,4
166,2,250000,1
167,2,50000,4
168,2,250000,2
169,2,250000,8
170,2,200000,1
171,2,100000,4
172,2,100000,1
173,2,250000,8
174,2,100000,4
175,2,250000,8
176,2,150000,8
177,2,100000,4
178,2,150000,4
179,2,200000,2
180,2,100000,8
181,2,150000,8
182,2,50000,8
183,2,100000,1
184,2,50000,1
185,2,150000,2
186,2,200000,8
187,2,150000,1
188,2,200000,8
189,2,50000,1
190,2,250000,2
191,2,50000,1
192,2,50000,8
193,2,200000,4
194,2,200000,2
195,2,150000,8
196,2,150000,2
197,2,100000,1
198,2,200000,4
199,2,200000,8
200,2,150000,2
201,2,250000,2
202,2,150000,2
203,2,200000,1
204,2,50000,2
205,2,50000,8
206,2,50000,2
207,2,200000,8
208,2,250000,1
209,2,150000,1
210,2,250000,2
211,2,150000,2
212,2,100000,1
213,2,200000,2
214,2,250000,4
215,3,250000,4
216,3,50000,4
217,3,50000,2
218,3,150000,4
219,3,100000,2
220,3,50000,2
221,3,200000,1
222,3,200000,2
223,3,50000,4
224,3,100000,2
225,3,200000,4
226,3,100000,1
227,3,250000,1
228,3,100000,1
229,3,250000,8
230,3,100000,1
231,3,150000,1
232,3,250000,8
233,3,100000,4
234,3,150000,2
235,3,200000,2
236,3,100000,1
237,3,250000,4
238,3,150000,4
239,3,250000,2
240,3,50000,2
241,3,200000,8
242,3,150000,8
243,3,50000,2
244,3,250000,4
245,3,250000,8
246,3,200000,8
247,3,250000,8
248,3,100000,2
249,3,50000,2
250,3,150000,4
251,3,200000,2
252,3,200000,1
253,3,50000,2
254,3,100000,4
255,3,50000,2
256,3,250000,4
257,3,150000,8
258,3,150000,8
259,3,150000,8
260,3,100000,2
261,3,200000,8
262,3,200000,1
263,3,200000,4
264,3,250000,8
265,3,250000,1
266,3,150000,1
