job_id,arrival_time,mi,allocated_cores
0,0,10,4
1,1,10,4
2,1,10,2
3,1,10,1
4,1,10,1
5,2,10,4
6,2,10,4
7,2,10,4
8,2,10,1
9,2,10,2
10,3,10,2
11,3,10,4
12,3,10,4
13,3,10,4
14,3,10,2
15,3,10,1
16,3,10,4
17,4,10,4
18,4,10,4
19,4,10,4
20,4,10,4
21,4,10,2
22,5,10,4
23,5,10,4
24,5,10,4
25,5,10,4
26,5,10,4
27,5,10,4
28,5,10,4
29,5,10,2
30,5,10,1
31,6,10,2
32,7,10,4
33,10,10,4
34,13,10,4
35,13,10,4
36,13,10,1
37,14,10,4
38,14,10,4
39,14,10,4
40,15,10,2
41,15,10,4
42,15,10,4
43,15,10,4
44,16,10,2
45,16,10,4
46,16,10,4
47,16,10,2
48,16,10,1
49,16,10,1
50,17,10,4
51,17,10,4
52,17,10,4
53,17,10,2
54,17,10,2
55,21,10,2
56,22,10,4
57,23,10,2
58,23,10,2
59,24,10,1
60,24,10,1
61,26,10,4
62,26,10,4
63,27,10,4
64,27,10,4
65,27,10,1
66,28,10,4
67,28,10,4
68,28,10,4
69,28,10,4
70,29,10,4
71,29,10,4
72,29,10,4
73,29,10,4
74,29,10,4
75,29,10,1
76,29,10,2
77,30,10,4
78,30,10,4
79,30,10,4
80,30,10,4
81,30,10,4
82,31,10,1
83,31,10,4
84,31,10,2
85,31,10,4
