#{"t_start": 1712975558.452004, "env_id": "SingleDC-v0"}
r,l,t,ep_job_wait_rew_mean,ep_util_rew_mean,ep_valid_count
-747.148154,2373,4.097424,0.046111446069831134,0.00522410450905995,160
-858.473142,2646,7.80186,0.051137285187768285,0.00426303854875255,186
-755.517775,2439,11.770264,0.04472747439144044,0.004885936859368281,174
-802.602197,2513,15.308693,0.04819008304462761,0.00446446478312743,154
-905.816973,2643,19.202153,0.05685190656683859,0.004898675747256571,154
-598.446237,2096,22.234416,0.03427905294876111,0.007943511450381332,210
-892.407442,2728,25.965626,0.05268027014493412,0.004329618768328181,210
-709.662493,2311,29.190013,0.043572910887749464,0.005421029857204362,178
-748.726072,2416,32.669917,0.04466458147544979,0.005521854304635453,188
-688.423565,2245,35.89266,0.04193773995162274,0.006422806236079862,160
-719.049575,2294,39.635808,0.0452243373694294,0.0051766346992150256,144
-896.712416,2660,43.304122,0.055628333302504954,0.004147969924811753,164
-651.972065,2158,46.715016,0.04109065148854325,0.005910658016681805,166
-588.430317,2025,49.624025,0.03625685282405228,0.006455308641975009,164
-570.990065,2011,52.821077,0.03416848632000331,0.00847498756837364,228
-771.923659,2400,56.09327,0.049097943113115015,0.004689333333333035,154
-377.177236,1302,58.492072,0.037146923441482106,0.00991213517665092,182
-680.097135,2227,62.036713,0.04295952129935366,0.0053740458015264165,172
-532.912989,1859,64.868929,0.03338418260278828,0.008426035502958304,166
-410.255658,1355,66.513076,0.04220211300899634,0.008825387453874236,168
-553.690663,1935,69.307477,0.03502029208072601,0.006548837209302014,172
-565.40251,1950,72.130646,0.036585540535960276,0.005876512820512555,158
-592.293907,2067,75.602614,0.03544265254762799,0.006530043541363996,190
-680.361055,2223,79.111495,0.04265246157716446,0.0055276653171387,160
-703.387848,2239,82.264657,0.04587116531072729,0.005077981241625432,148
-495.246677,1768,85.174399,0.030826850093402598,0.009455203619909237,182
-561.843332,1975,87.922166,0.034247966064162645,0.00715827848101237,188
-658.977913,2168,91.443593,0.04125053753624107,0.005571955719556889,142
-698.196841,2254,94.512878,0.04380848994062606,0.005489973380656309,152
-609.742117,2062,97.439486,0.03843067261961204,0.00621377303588719,164
-559.134373,1957,100.202527,0.03521111357830325,0.006676341338783537,186
-704.355758,2287,109.995757,0.04365889944804923,0.0048510712724089845,152
-659.380071,2202,129.552839,0.03971736076921266,0.005728610354223135,156
-610.95606,2093,148.069667,0.03719599805668107,0.00629297658862848,176
-713.012471,2341,175.124787,0.04247423677850967,0.00564408372490359,184
-664.738645,2190,207.481192,0.04180651050584952,0.0055978082191777846,164
-707.073812,2274,253.769843,0.044471031101974444,0.005814599824098182,168
-618.560229,2097,316.338352,0.03858316235582489,0.00612074391988524,176
-668.360833,2177,377.634743,0.042485040483548515,0.005463665594855019,140
-499.033643,1803,380.870581,0.0310632596021602,0.007812756516915941,184
-546.397548,1935,383.687557,0.032613033253971205,0.008771472868216772,204
-533.038454,1893,386.964787,0.03276037066170817,0.007226624405704967,174
-712.808587,2273,390.659567,0.045371682653377474,0.00520615926088839,146
-553.923669,1909,393.470865,0.03437436757217025,0.008312624410685912,158
-512.164718,1886,396.602767,0.027090714231929037,0.009423541887592497,186
-478.995746,1726,399.155594,0.029318133514494953,0.009939281575897723,178
-555.030232,1905,401.537505,0.03428414324084196,0.009396745406823831,170
-751.516948,2365,405.314633,0.046973860205727885,0.005544862579280862,160
-575.80619,1971,408.396703,0.03649846566440082,0.007419583967528859,174
-517.048777,1821,410.642971,0.03283311957784235,0.00785853926414029,162
-689.926552,2212,414.179233,0.0444684542750175,0.006729837251355921,178
-580.444951,1999,417.210934,0.03690744387546313,0.006763381690845117,188
-634.127597,2126,420.254519,0.03984338604571737,0.006615239887111652,190
-685.167043,2190,423.317025,0.04515197129981146,0.0053990867579905505,148
-681.117095,2232,426.387954,0.04191345793490481,0.006315412186379631,172
-649.621648,2154,434.786725,0.040877557638618965,0.005477437325904988,154
-679.000932,2222,448.086735,0.042563624135026616,0.0055733573357332564,164
-693.357748,2230,464.427939,0.04445807134070769,0.00615318385650194,174
-470.222975,1721,467.316715,0.028461353856300328,0.009754328878558687,192
-635.481765,2129,470.39857,0.039604277168982176,0.0064045091592293876,176
-503.262978,1806,473.12091,0.03269789099124773,0.0069173864894792195,184
-444.328028,1660,476.127867,0.02753350064354307,0.008979277108433454,196
-652.511242,2155,479.481748,0.04090194742171062,0.0062277494199533085,162
-609.706083,2055,483.06183,0.039281768055604724,0.006013819951337893,170
-653.290418,2152,486.46124,0.04148446432871988,0.005967286245352859,162
-722.349467,2337,490.10566,0.04443670815836314,0.005430551989730116,182
-716.238555,2313,493.865233,0.04450645133067331,0.005305663640293674,172
-675.600562,2230,496.960015,0.0422415357503361,0.005399820627802401,180
-718.495854,2322,500.139929,0.04477930303381749,0.005125236864771443,178
-766.530321,2388,503.625817,0.04864360478218987,0.004912562814070039,154
-641.003095,2155,506.702129,0.04005180420791302,0.005684269141531016,182
-686.044211,2256,510.261056,0.042939753641544336,0.0054368794326238356,190
-679.70255,2203,513.881025,0.04344158880095981,0.006363685882886658,176
-725.275142,2281,517.034597,0.046819314748619174,0.005206137658921216,138
-573.027374,1979,519.983975,0.03522493660349704,0.007873067205659121,180
-679.605785,2194,523.438319,0.04360944117591077,0.00678359161349103,178
-479.550724,1733,526.019167,0.029890992227124793,0.009843739180611362,196
-627.035207,2090,529.044166,0.03927793440264863,0.007695311004784373,182
-511.941335,1818,531.380491,0.03145903949803176,0.008924092409240613,176
-629.566381,2084,534.519685,0.03964498676234553,0.007565451055661897,166
-201.971831,763,535.932909,0.024918390986680163,0.0192083879423331,174
-479.745079,1733,538.449831,0.02983429403474696,0.008745066358914873,170
-545.026621,1910,541.235045,0.03470463266035144,0.007227643979057293,186
-675.161289,2204,544.4675,0.04197192181411102,0.0064421052631576,162
-667.380456,2176,547.613839,0.042591995545919116,0.006558823529411441,176
-532.592398,1888,550.404022,0.03369160984665261,0.007281355932203113,192
-613.891517,2051,553.457917,0.04007323590743032,0.005892930277912916,160
-561.058378,1956,556.244225,0.03615917741730955,0.007002044989774756,206
-599.478019,2033,559.469433,0.03862312222786485,0.006881652729955423,192
-669.422819,2186,562.717645,0.042744523187159364,0.005823238792314434,166
-657.895984,2162,565.7582,0.04211803580680472,0.006040333024976557,174
-663.91737,2167,568.918285,0.04220200643913493,0.006476788186432563,166
-600.384869,2039,571.949033,0.03829815976302442,0.006701324178518566,184
-550.297359,1908,574.728729,0.035248922295142836,0.007999999999999736,188
-647.40483,2114,577.763803,0.04193393194556428,0.0063167455061491715,152
-590.04646,2006,580.826877,0.037220829572787745,0.006577068793618831,154
-460.41366,1692,583.423513,0.028574387593701407,0.008024586288415774,164
-577.595305,1960,586.29724,0.037264347902003066,0.007061224489795639,158
-673.070053,2180,589.242331,0.042760743664376336,0.006096146788990522,146
-501.890803,1764,591.404103,0.030805170843280848,0.00971428571428542,148
-200.889246,737,593.099983,0.02309972631565556,0.02199620081411148,148
-586.739213,1980,595.975012,0.036836204580528296,0.007919191919191635,154
-675.291191,2188,599.061286,0.042649212225381296,0.006800731261425637,164
-510.525871,1809,601.795715,0.031776643591961716,0.008715533443891364,172
-624.549106,2069,604.672897,0.03969243229533649,0.007470275495408094,166
-587.213086,1975,607.532296,0.036587966739554535,0.008579240506328809,154
-512.250561,1818,610.792204,0.03219066241446373,0.00808448844884461,172
-579.091668,1971,614.171314,0.03676583820427199,0.0075754439370874695,168
-413.454249,1593,616.186447,0.024528876078138032,0.008328436911487453,180
-625.903754,2116,619.267967,0.03933454711888029,0.0062427221172019825,192
-510.98103,1807,622.071985,0.031861213089722513,0.008510902047592396,164
-567.526099,1950,625.398549,0.03590032804677949,0.006997333333333059,158
-565.843994,1947,628.712435,0.03556404609507343,0.0075061119671286205,166
-462.393953,1688,631.051844,0.028042169059522688,0.009871090047393094,176
-612.365812,2043,633.996446,0.039027667536269135,0.007289672050905225,164
-652.00184,2135,637.167145,0.04100830717516649,0.006542388758781878,144
-573.87709,1966,640.511893,0.036399001034241436,0.007848626653102481,184
-469.860693,1705,643.071637,0.02881986942790549,0.009669442815248985,176
-508.453368,1803,646.125284,0.031940847063811034,0.008315030504714075,168
-585.536032,1977,648.994308,0.037265357995923815,0.007840566514921292,164
-560.210196,1924,651.856246,0.0354981696130919,0.008287733887733626,176
-565.660305,1933,654.828168,0.0356230326703256,0.007969374030004863,158
-594.29518,1995,657.28607,0.03788815630252257,0.0073640100250623695,152
-522.859692,1852,660.034086,0.03271094866082533,0.008338660907127133,188
-621.932004,2069,663.101812,0.039975254567242144,0.006604156597389735,164
-574.513597,1968,666.484231,0.03690276358889075,0.006860162601625711,172
-659.595039,2169,669.831332,0.041566627765458365,0.006786537574919001,182
-605.589704,2036,672.737009,0.03853314413890146,0.0072801571709230906,174
-445.823655,1654,675.312067,0.027395321756894266,0.009224667472792946,182
-291.855724,1079,677.038207,0.02659637572804341,0.013016496756255238,154
-466.751638,1697,679.562313,0.028669802736036865,0.01143665291691195,214
-582.186017,1986,682.559912,0.03714522001131137,0.007041289023161835,172
-508.047171,1810,684.793163,0.03153130847623656,0.008965303867403008,186
-553.923307,1924,687.603568,0.03505099938591723,0.007677338877338556,182
-504.627319,1804,690.141305,0.03176126816553578,0.008023059866962027,178
-491.045533,1763,692.834319,0.029984692757496854,0.010320589903573124,196
-632.678985,2085,695.793981,0.04039193954552401,0.007277889688249056,164
-643.425654,2122,698.879894,0.04077542955009071,0.006995664467483208,172
-575.480919,1981,705.066078,0.03573163432913531,0.007979808177687725,186
-461.621738,1685,707.960911,0.028438632147539323,0.009881068249257862,184
-366.828648,1428,710.276225,0.02102539160681095,0.011923809523809281,182
-467.806959,1698,712.514959,0.028534030425616138,0.010242638398115126,182
-569.491862,1939,715.580182,0.03652601594757791,0.007804435275915091,166
