#{"t_start": 1713021805.5192766, "env_id": "SingleDC-v0"}
r,l,t,ep_job_wait_rew_mean,ep_util_rew_mean,ep_valid_count
-1387.029935,2534,4.865783,0.019241311705256718,0.0017758484609314118,186
-1563.410638,2726,8.860168,0.022916877981126956,0.0015154988994865227,132
-1522.169953,2701,12.748518,0.021387444735752312,0.0015364679748242364,152
-1536.964678,2739,17.166927,0.021951412742460708,0.0015484665936474021,180
-1497.019116,2680,20.919904,0.021223331731046874,0.0016329291044776964,176
-1547.429017,2717,24.815819,0.022377992009907467,0.0016309348546191427,144
-1503.007231,2715,29.013923,0.019965675081528717,0.0017200736648251061,180
-1569.249298,2819,32.973526,0.020768827423653508,0.001468605888613074,182
-1475.186521,2655,36.655357,0.01980616957846485,0.001727401129943565,162
-1566.843049,2755,40.908289,0.022911347500759426,0.0016206896551724857,162
-1531.688633,2754,44.630313,0.02053092164308518,0.0015904139433551975,178
-1567.543463,2847,48.541656,0.01999240105260287,0.0015252897787145126,202
-1545.784813,2779,52.706435,0.0206270073071792,0.00161883771140705,182
-1381.590246,2566,56.208176,0.018035390262317024,0.0017025526110678961,208
-1539.915103,2781,59.978298,0.02077850619118893,0.0016428443006113536,200
-1613.451895,2849,64.442674,0.02248612627662625,0.0015531765531766235,170
-1558.962458,2744,68.16884,0.022821834695036892,0.0016827623906706176,164
-1656.739469,2912,72.450922,0.023087179684492497,0.0014440247252748113,170
-1437.312345,2568,76.105974,0.021214694802565378,0.0016934384735203397,164
-1193.040049,2188,79.205148,0.0178867743457107,0.001998971663619827,150
-1358.91733,2496,82.763834,0.017803718964091424,0.0018194110576923734,170
-1462.146407,2568,86.252434,0.021822080150035846,0.0019460669781931868,132
-1414.290038,2528,90.237499,0.020475676184775214,0.0021993670886075504,158
-1360.719428,2429,93.651446,0.020056548820730883,0.0018886372993002008,134
-1644.922756,2878,97.516106,0.023307657774783525,0.0015292738012509402,160
-498.060299,954,99.152159,0.01967906171100835,0.0047078092243185874,144
-1325.31744,2377,102.616562,0.0190542111396171,0.002066680689945353,128
-1284.931121,2360,105.974083,0.017615584889800653,0.0022923728813558928,166
-1376.031236,2444,109.346065,0.019882491391882376,0.002317921440261801,126
-1079.389329,2015,112.330832,0.014532174786579689,0.002947890818858399,138
-1323.325786,2377,115.646142,0.019145539166472495,0.0020814051325200177,134
